110,110,112,101,117,118,118,118,119,119,120,120,120,120,120,120,120,120,120,120,120,
110,110,100,114,114,115,116,118,119,119,119,120,120,120,120,120,120,120,120,120,120,
110,110,112,112,114,118,118,119,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,110,111,116,116,118,118,118,119,119,119,119,120,120,120,119,119,119,119,119,
110,110,107,114,114,114,118,120,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,110,112,116,114,118,118,118,119,120,120,120,120,120,120,120,120,120,120,120,
110,110,113,113,115,119,119,119,119,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,110,104,105,116,118,118,118,119,119,119,119,119,119,119,119,119,120,120,120,
110,110,110,106,112,112,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,110,112,113,120,119,120,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,105,115,115,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,113,109,114,114,117,117,118,118,120,120,120,120,120,120,120,120,120,120,120,
110,110,110,105,113,118,118,120,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,103,109,114,118,118,118,118,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,110,113,115,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,
101,101,110,115,111,113,120,120,120,120,120,120,120,120,120,120,120,120,118,120,120,
110,110,98,107,118,119,119,119,119,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,110,116,117,117,117,119,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,110,110,116,116,116,116,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,110,110,115,113,115,118,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,113,112,118,116,119,119,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,110,116,116,116,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,112,113,118,120,119,120,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,110,110,116,116,116,120,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,102,114,116,117,117,118,120,120,120,119,120,119,119,119,119,119,119,119,119,
110,110,110,113,111,115,119,119,119,119,120,120,120,120,120,120,120,120,120,120,120,
110,110,113,113,118,118,119,119,120,120,120,120,120,120,120,120,112,120,120,120,120,
110,110,113,116,118,118,118,118,118,119,119,119,119,119,119,119,119,119,119,119,119,
110,110,114,119,119,119,119,119,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,116,116,116,119,119,120,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,111,115,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,111,112,114,116,116,118,119,120,119,120,120,120,120,120,120,120,120,120,120,
110,110,117,117,118,118,118,118,119,119,119,120,120,120,120,120,120,120,120,120,120,
110,110,115,116,112,115,113,119,118,119,119,120,120,120,120,120,120,120,120,120,120,
110,110,113,115,114,118,118,118,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,104,113,113,117,117,119,119,119,120,120,120,120,120,120,120,120,120,120,120,
110,110,103,103,104,119,115,119,119,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,110,110,108,115,118,120,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,110,113,118,115,118,118,118,118,118,119,119,120,120,120,120,120,120,120,120,
110,110,115,115,115,115,119,118,118,119,119,119,119,119,119,119,119,119,119,119,119,
110,110,113,119,119,119,118,118,118,119,119,120,120,120,120,120,120,120,120,120,120,
110,110,113,114,113,118,120,119,119,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,104,110,117,118,119,120,119,119,120,120,120,120,120,120,120,120,116,120,120,
110,110,111,113,115,115,116,117,117,118,118,119,120,120,120,120,120,120,120,120,120,
110,110,113,113,114,118,118,119,120,120,119,120,120,120,120,120,120,120,120,120,120,
110,110,114,113,115,115,115,119,119,119,119,111,119,119,119,120,120,120,120,120,120,
110,110,115,115,115,117,118,118,118,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,115,115,115,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,113,118,118,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,
110,110,115,113,118,117,117,118,120,120,120,120,120,120,120,120,120,120,120,120,120,
